[2025-04-01 15:40:31] Starting new parameter optimization.
[2025-04-01 15:40:31] Created grid with 500 parameter combinations.
[2025-04-01 15:40:31] Memory usage Before data loading: 149.92 MB
[2025-04-01 15:40:31] Loading and processing data in chunks...
[2025-04-01 15:40:31] Encoding utf-8 failed, trying next...
[2025-04-01 15:40:32] Found compatible encoding: latin-1
[2025-04-01 15:40:32] Processing chunk 1...
[2025-04-01 15:40:32] Memory usage After processing chunk 1: 150.68 MB
[2025-04-01 15:40:32] Found 25 unique reports.
[2025-04-01 15:40:32] Creating sparse co-occurrence matrix...
[2025-04-01 15:40:32] Memory usage After creating co-occurrence matrix: 150.76 MB
[2025-04-01 15:40:32] Creating network graph...
[2025-04-01 15:40:32] Loading sample of 25 reports for metrics calculation...
[2025-04-01 15:40:32] Memory usage After graph creation: 150.71 MB
[2025-04-01 15:40:32] Search initialization complete.
[2025-04-01 15:40:32] Graph contains 77 nodes and 393 edges.
[2025-04-01 15:40:32] Memory usage Final: 150.71 MB
[2025-04-01 15:40:32] Running parameter optimization with 500 total combinations.
[2025-04-01 15:40:32] 0 already evaluated, 500 remaining.
[2025-04-01 15:40:32] Testing combination 1/500: {'community_algorithm': 'label_propagation', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 368/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 369/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:47] Testing combination 370/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:47] Testing combination 371/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:47] Testing combination 372/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:47] Testing combination 373/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:47] Testing combination 374/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:47] Testing combination 375/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 376/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:47] Testing combination 377/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:47] Testing combination 378/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 379/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 380/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:47] Testing combination 381/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:47] Testing combination 382/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:47] Testing combination 383/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 384/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:47] Testing combination 385/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:47] Testing combination 386/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:47] Testing combination 387/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:47] Testing combination 388/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:47] Testing combination 389/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:48] Testing combination 390/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:48] Testing combination 391/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:48] Testing combination 392/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:48] Testing combination 393/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:48] Testing combination 394/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:48] Testing combination 395/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:48] Testing combination 396/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:48] Testing combination 397/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:48] Testing combination 398/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:48] Testing combination 399/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:48] Testing combination 400/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:48] Testing combination 401/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:48] Testing combination 402/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:48] Testing combination 403/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:48] Testing combination 404/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:48] Testing combination 405/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:48] Testing combination 406/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:48] Testing combination 407/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:48] Testing combination 408/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:48] Testing combination 409/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:48] Testing combination 410/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:49] Testing combination 411/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:49] Testing combination 412/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:49] Testing combination 413/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 414/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 415/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 416/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 417/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:49] Testing combination 418/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 419/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 420/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:49] Testing combination 421/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 422/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 423/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 424/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 425/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:49] Testing combination 426/500: {'community_algorithm': 'louvain', 'community_resolution': 1.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 427/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 428/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 429/500: {'community_algorithm': 'label_propagation', 'community_resolution': 1.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 430/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 431/500: {'community_algorithm': 'louvain', 'community_resolution': 0.5, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 432/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 433/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:49] Testing combination 434/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:49] Testing combination 435/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 436/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 437/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:50] Testing combination 438/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 439/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:50] Testing combination 440/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 441/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 442/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:50] Testing combination 443/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:50] Testing combination 444/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:50] Testing combination 445/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:50] Testing combination 446/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:50] Testing combination 447/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 448/500: {'community_algorithm': 'louvain', 'community_resolution': 1.2, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 449/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 450/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:50] Testing combination 451/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:50] Testing combination 452/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 453/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:50] Testing combination 454/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 455/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 456/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 457/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:50] Testing combination 458/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:50] Testing combination 459/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:50] Testing combination 460/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:51] Testing combination 461/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:51] Testing combination 462/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:51] Testing combination 463/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:51] Testing combination 464/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:51] Testing combination 465/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:51] Testing combination 466/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:51] Testing combination 467/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:51] Testing combination 468/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:51] Testing combination 469/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:51] Testing combination 470/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:51] Testing combination 471/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:51] Testing combination 472/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:51] Testing combination 473/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:52] Testing combination 474/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:52] Testing combination 475/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:52] Testing combination 476/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:52] Testing combination 477/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:52] Testing combination 478/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:52] Testing combination 479/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.8, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:52] Testing combination 480/500: {'community_algorithm': 'louvain', 'community_resolution': 0.8, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:52] Testing combination 481/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:52] Testing combination 482/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:52] Testing combination 483/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:52] Testing combination 484/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:52] Testing combination 485/500: {'community_algorithm': 'louvain', 'community_resolution': 2.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:52] Testing combination 486/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:53] Testing combination 487/500: {'community_algorithm': 'louvain', 'community_resolution': 2.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:53] Testing combination 488/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.5}
[2025-04-01 15:40:53] Testing combination 489/500: {'community_algorithm': 'louvain', 'community_resolution': 1.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.3, 'quality_weight_redundancy': 0.6}
[2025-04-01 15:40:53] Testing combination 490/500: {'community_algorithm': 'label_propagation', 'community_resolution': 2.0, 'min_pattern_frequency': 2.0, 'quality_weight_coverage': 0.4, 'quality_weight_redundancy': 0.4}
[2025-04-01 15:40:53] Testing combination 491/500: {'community_algorithm': 'greedy_modularity', 'community_resolution': 0.5, 'min_pattern_frequency': 3.0, 'quality_weight_coverage': 0.6, 'quality_weight_redundancy': 0.3}
[2025-04-01 15:40:53] Testing combination 492/500: {'community_algorithm': 'louvain', 'community_resolution': 2.0, 'min_pattern_frequency': 4.0, 'quality_weight_coverage': 0.5, 'quality_weight_redundancy': 0.5}
